date,total
2023-09-20,8188536600
2023-09-21,7086096396
2023-09-22,8336034448
2023-09-23,2597183357
2023-09-24,2109116779
2023-09-25,8172135243
2023-09-26,7661737352
2023-09-27,7675538629
2023-09-28,9031110547
2023-09-29,7709673706
2023-09-30,2438990224
2023-10-01,1979657010
2023-10-02,6783774797
2023-10-03,6427387661
2023-10-04,6252529373
2023-10-05,6952929971
2023-10-06,7414231682
2023-10-07,2665195902
2023-10-08,1836817284
2023-10-09,6988436618
2023-10-10,8205421450
2023-10-11,7373289365
2023-10-12,7264135100
2023-10-13,6691922789
2023-10-14,2565302534
2023-10-15,1983198226
2023-10-16,7885653250
2023-10-17,7468620301
2023-10-18,6550546338
2023-10-19,7575340229
2023-10-20,9282772289
2023-10-21,2529433978
2023-10-22,1907896173
2023-10-23,7722685203
2023-10-24,7149824687
2023-10-25,7733824698
2023-10-26,7143768111
2023-10-27,8188159942
2023-10-28,2619989609
2023-10-29,1877744234
2023-10-30,9265071059
2023-10-31,7765264552
2023-11-01,7372651533
2023-11-02,6913452427
2023-11-03,6743687927
2023-11-04,2626623014
2023-11-05,1878920450
2023-11-06,6884780428
2023-11-07,6823123658
2023-11-08,6956596135
2023-11-09,5879563952
2023-11-10,8514049955
2023-11-11,2554160811
2023-11-12,1869791394
2023-11-13,7506475547
2023-11-14,7028097379
2023-11-15,7626644818
2023-11-16,7275296717
2023-11-17,7637353645
2023-11-18,2677922976
2023-11-19,1958601322
2023-11-20,8722659731
2023-11-21,7731505165
2023-11-22,8150335632
2023-11-23,7542490327
2023-11-24,7918715062
2023-11-25,3095984526
2023-11-26,2202610824
2023-11-27,8668140568
2023-11-28,8376747536
2023-11-29,8445174667
2023-11-30,7988155030
2023-12-01,7582379366
2023-12-02,2583130615
2023-12-03,1816971412
2023-12-04,7658362190
2023-12-05,7874037853
2023-12-06,8675990934
2023-12-07,6744626352
2023-12-08,8257574577
2023-12-09,2600563742
2023-12-10,2363142303
2023-12-11,8893428637
2023-12-12,8011401875
2023-12-13,8898329797
2023-12-14,8823048320
2023-12-15,8932769788
2023-12-16,2788451175
2023-12-17,2051916617
2023-12-18,9183101837
2023-12-19,9375998590
2023-12-20,10878753005
2023-12-21,10018300561
2023-12-22,9885957806
2023-12-23,3077746736
2023-12-24,2009685225
2023-12-25,6093977351
2023-12-26,6579032378
2023-12-27,7788485336
2023-12-28,9271247616
2023-12-29,6611695643
2023-12-30,3127757778
