date,columna1,columna2,columna3,columna4,columna5,columna6,columna7,columna8,columna9,columna10,columna11,columna12,columna13,columna14,columna15,columna16,columna17,columna18,columna19,columna20,columna21,columna22,columna23,columna24,columna25,columna26,columna27,columna28,columna29,columna30,columna31,columna32,columna33
2023-02-01,5542062303,4188423297,639172302,206407204,24255827,20375353,20624942,54018352,29943867,41890721,85265217,22836485,69222111,15539036,46206561,2586626,353813208,280814428,178836352,27467249,74510827,1818729091,178649552,1126742223,513337316,282847530,44534246,185955540,119191339,37369268,23490420,13878848,684974982
2023-02-02,3460519400,2917105684,758929443,219290715,33172569,16705222,24790179,61473193,51474025,40475603,76524322,19557803,147012918,14320069,49221723,4911102,265656523,138244575,82011535,17861428,38371612,1630529769,162639634,1004850100,463040035,263688309,38648334,160703392,71649866,31129607,17463110,13666497,75787432
2023-02-03,3839116210,3190169330,833135922,266898957,28658038,24509567,30948145,69770213,45570158,65621861,95808873,26896521,128319729,19799539,25342817,4991504,378385083,178109796,96236481,21545874,60327441,1785490543,180621702,1101868174,503000667,308217596,41839296,152943775,53166937,40247006,21598790,18648216,116545580
2023-02-04,1196857876,1096808203,105995128,65721075,1258226,2167008,3800023,2323629,3075177,1671101,3248834,4046265,16505322,1153178,110324,914966,61948264,6873250,4923483,553112,1396655,817562412,19558260,291511005,506493147,349591827,26089489,130811831,22779690,32412867,12845515,19567352,91578820
2023-02-05,574915437,498658042,80469039,41934875,4005830,1583954,4619943,8130726,1261866,3088379,6351821,1870932,3833407,2600445,795459,391402,40417041,16109833,10321373,1914058,3874402,240031639,4544877,108105117,127381645,48126622,21006375,58248648,39049638,30522652,15489483,15033169,46362822
2023-02-06,4362829898,3443913481,919958502,248009772,37615079,26033787,35771632,73445383,45269545,61230527,118631583,28300652,137582407,17924117,31980701,58163317,465636637,172403786,96711320,19793917,55898549,1869381668,196532303,1190457734,482391631,277205950,39060433,166125248,82919654,27773442,15584023,12189419,119657786
2023-02-07,4349474872,3416724144,916461274,255030832,31014604,24596724,28497494,74495361,66266935,67209927,95290205,28599632,121716261,20450433,38166005,65126861,617493393,177074491,96288369,20886502,59899620,1785131701,208017504,1139125151,437989046,241944311,39810240,156234495,101183896,28901536,15191126,13710410,196406907
2023-02-08,3882208639,3273414955,802227061,237769060,29701712,23690959,23713370,72072403,53380772,57125390,102698322,23826833,106553164,17614923,33073595,21006558,341207291,165566290,85122341,24298572,56145377,1780659755,203764722,1137109266,439785767,241737102,43368653,154680012,138904316,27770321,14842803,12927518,120913143
2023-02-09,4239753332,3400994052,909912449,257770456,31203243,21192722,41504961,81474110,43754523,64417157,91422368,25378967,153222418,14961414,35816196,47793914,571522487,214939372,126942928,20553388,67443056,1756561052,207808244,1110595680,438157128,246390106,34545936,157221086,87124061,33332524,16548947,16783577,156926806
2023-02-10,5008576513,4384297151,1242808801,359951238,31852369,25093465,63810528,124025933,34035055,138007774,157548058,33776473,152502513,27181024,47246717,47777654,358217580,217732091,132337856,25327726,60066509,2455218091,237597503,1691076662,526543926,315163089,38512518,172868319,93114165,41104100,20812491,20291609,96447656
2023-02-11,1145580303,1045853905,143608016,83081143,1141623,1990188,5271853,3366885,3374226,3131087,4042285,5890823,29936456,1960449,214290,206708,60098370,5980628,3035517,1178807,1766304,804215145,16509685,297824340,489881120,343893763,21327059,124660298,29107333,31894465,12538033,19356432,7993048
2023-02-12,553815412,497058076,96786814,53090589,218961,1252077,5381245,5123466,938409,2580009,4149668,1673000,11280278,4163605,73465,6862042,26575501,6059091,2352505,1829809,1876777,248822205,2105404,125940354,120776447,42530124,18953463,59292860,33444094,31307141,16375051,14932090,53024156
2023-02-13,4817600500,3866070134,960438988,264662533,38457320,25693939,33605037,84586941,53170518,73223949,107841338,33149347,155676559,22150057,35645141,32576309,547735101,224738190,99186027,51254797,74297366,2057044010,251563926,1313166982,492313102,296003059,35242365,161067678,105976456,30544255,18598188,11946067,255069080
2023-02-14,4037154798,3412485192,871591143,255379299,29770785,22999215,41111832,69264073,52782731,66530021,101791617,28555112,118603192,21681528,28285714,34836024,358113564,188526918,96594477,25911594,66020847,1790483191,219932604,1123258666,447291921,249496195,39088953,158706773,163426646,36382583,20167515,16215068,91216959
2023-02-15,6514155808,5698764875,1766455373,346258776,19431798,34980619,114605907,150442401,52001623,229059514,263020911,111164845,271658729,45910740,64322985,63596525,465435794,274495708,158244019,39979092,76272597,2786182989,413477589,1851475091,521230309,242145986,73411017,205673306,241017483,54149056,21338813,32810243,118644235
2023-02-16,4101098512,3529654153,1012814411,261313825,62641826,22266233,40385948,72687394,58048798,64477498,95995673,29986071,172986932,23504635,76302505,32217073,291323995,230026287,148041623,30127863,51856801,1839664935,246981616,1170780315,421903004,230369060,44994146,146539798,89475262,36737400,20328317,16409083,117767774
2023-02-17,4800678350,3635617292,1035622597,322458457,37570803,27252758,38459412,80705751,49026553,90860630,112414010,25654058,156684816,26096427,45530195,22908727,893262240,184878978,115154766,17533982,52190230,1915941356,236399004,1206766035,472776317,292165060,43104154,137507103,79080855,43389724,23499388,19890336,129364610
2023-02-18,1075785695,1018944566,140059167,79870170,2495783,2382543,3701589,2570478,4141561,2374530,5579192,7366597,21544314,1497958,342904,6191548,22458712,8946846,3175697,3520581,2250568,762851916,13914625,307186472,441750819,315197827,21208848,105344144,29627848,35183674,15822051,19361623,15324564
2023-02-19,607808805,539111097,85834801,53137403,85432,1581868,6527099,3128031,1199267,2883136,4099597,1686926,6835645,4560299,62328,47770,29077688,3688085,1443176,1520799,724110,236337369,2467666,108903253,124966450,52662586,19010547,53293317,34463038,34427721,18340624,16087097,118341292
2023-02-20,5176079147,4348223409,1094207564,298104819,40947988,27855247,48164489,111912290,44951240,117035285,129735786,32175069,149041403,27368855,38821247,28093846,346331339,268690114,158404355,22020271,88265488,2257224563,271343338,1494980465,490900760,277468925,36502447,176929388,176293156,40302319,23805404,16496915,186528007
2023-02-21,4219445577,3444354833,859521865,231815468,29681474,21621956,28907174,80986250,49311255,59875938,92295590,23195747,130503438,20820960,30692550,59814065,490668624,170283744,98973917,18531747,52778080,1795088700,230271801,1107779399,457037500,232330116,37382311,187325073,88550991,34606646,20147194,14459452,225405898
2023-02-22,5241142946,4304219208,1015757190,275521927,41414227,28095782,38944787,79510737,51245730,65421029,111544733,30185021,134054297,20157035,117659737,22002148,587603814,219464730,119993309,37076443,62394978,1890974724,256634831,1216575131,417764762,234255441,33188730,150320591,161948403,37060160,21758006,15302154,133888577
2023-02-23,4355120804,3771364521,955225890,263268358,39056461,31125774,27075417,95166917,45801554,77545658,106357321,31370678,157682079,22343659,37035565,21396449,294564088,238131736,123623635,44594362,69913739,2039417361,321448842,1284385958,433582561,255005755,33749490,144827316,85438912,40374640,23435544,16939096,104677732
2023-02-24,5317826471,4587713144,1196197467,347544603,56861443,32390783,45097937,111111047,45096274,110636351,129247760,51961264,170956492,28647708,46414483,20231322,433118769,246209622,118214476,33407879,94587267,2406008237,309394097,1575605756,521008384,319457361,43985198,157565825,89180133,47607162,28049656,19557506,316779562
2023-02-25,1476948070,1397472706,226447135,82605780,751425,3223393,9207927,5816997,2818341,12209282,19341726,11422977,31974835,2936506,2903739,41234207,23914915,50183495,28936228,5351963,15895304,866174675,21394367,347130920,497649388,355604223,22728564,119316601,43521734,38607297,18724813,19882484,71997049
2023-02-26,509390927,468950345,86702308,51717812,581285,1701912,5759397,3751169,2499790,2561668,1940143,2228539,8944161,3614338,1103115,298979,16749405,8014768,4741321,52862,3220585,224416180,3179235,104808386,116428559,43841662,18657127,53929770,31229897,38690243,21945334,16744909,51408814
2023-02-27,5906884422,4707107994,1227236120,312310299,45993437,35414286,51568404,131067943,55302167,97129661,131738744,49352692,217897540,29300289,42727155,27433503,723567932,325514164,155992246,61243424,108278494,2437251464,344231437,1520055791,572964236,309624247,41521187,221818802,137844717,47770863,29253729,18517134,176629588
2023-02-28,26520493407,23638784747,6108516151,1338419027,142495049,114790854,319307674,765526659,119091109,563480221,695068454,130626793,405730860,121025932,160974207,1231979312,1100129492,1907461460,920929747,380259081,606272632,8888060926,819223070,6010301530,2058536326,671273806,794227566,593034954,2139983586,274784659,34885903,239898756,878319253
2023-03-01,5533349734,4292952319,688356856,209481951,31151109,16513379,23383701,61020879,32754715,46651635,96539675,26717083,69896970,17636123,51720953,4888683,340213484,327591527,191483479,52569705,83538343,1767827477,146591408,1164378965,456857104,242963176,40076819,173817109,128548952,50569543,35440855,15128688,657104794
2023-03-02,3735673021,3165613659,851064184,217489348,37532746,19597898,23843391,74549855,46689420,47998175,75980657,28213203,117997091,17564978,139996789,3610633,246636360,174843395,100124346,28955826,45763223,1618237517,172426111,1017583233,428228173,241603356,36916872,149707945,58845095,42144897,27022049,15122848,180700737
2023-03-03,4049783919,3463129716,897860862,272193644,35863905,27969252,33180668,67404174,50873380,61998429,102233632,23832307,152435594,23346315,40423046,6106516,304346670,189085392,101183429,25864272,62037691,1906648352,211154898,1210782785,484710669,284909335,39107087,160694247,49337032,49250622,30016764,19233858,194522883
2023-03-04,1199529417,1073694298,106551198,62245317,1470143,1869102,4352690,2344231,2798944,2266666,3073686,5051769,18688460,1307982,506569,575639,83247442,5057087,3557800,68703,1430584,764970081,11821223,276118304,477030554,323334066,23527451,130169037,23880989,37714560,17243252,20471308,114311802
2023-03-05,560144705,491947737,89722593,39916991,5149352,2254883,5978478,4507877,747782,2547317,7051667,2897745,14026483,2566579,649832,1427607,30737587,18263226,12843403,1366734,4053089,228101609,4726598,108453225,114921786,40118759,18407438,56395589,49163754,36117714,19869870,16247844,26005028
2023-03-06,4673834941,3638755483,971030996,270171456,27243800,30738478,29406025,85834534,40975750,73399665,137071107,30846083,104474723,21377031,71857205,47635139,569084736,203774777,110520284,33674581,59579912,1941061251,203262568,1284916088,452882595,247674764,35975600,169232231,94199121,34650183,23156800,11493383,127477470
2023-03-07,4248461377,3523890548,914840734,249482025,49622550,26542177,35439111,86453962,51729227,63967799,101006501,29802928,102392543,19261925,36056062,63083924,429113309,218031923,105841492,33493356,78697075,1815741026,208841879,1170033225,436865922,233834282,37149049,165882591,113029153,36123062,20467327,15655735,202892842
2023-03-08,4140643858,3453280419,824715054,255265409,26357220,23728121,30935472,77329877,38149304,68098918,99708221,23313671,102235256,19579448,45309355,14704782,439681006,235086553,154293263,26473679,54319611,1803550069,233308971,1156266126,413974972,216911691,36738846,160324435,76081649,38143387,21083386,17060001,185837030
2023-03-09,4106926195,3459675712,895134459,266786415,56024979,25362223,33092918,82013156,51148326,60160841,95258153,27888631,125257938,20322533,34216767,17601579,422595193,199683124,106841770,33361286,59480068,1857493886,236028143,1188935005,432530738,251659838,34973160,145897740,85741805,99186175,84596569,14589606,83700751
2023-03-10,6029396966,4816977683,1373364890,356168076,57301748,34706585,58924407,127218594,41281198,149111190,159282865,32522191,251056192,28336932,48351431,29103481,819900667,291289010,185197869,35637633,70453508,2616783547,270796408,1824482917,521504222,304481328,38908420,178114474,92448754,74339145,54367887,19971258,98735603
2023-03-11,1168615135,1104056060,192713293,89873636,3375,2426335,5775473,20900912,3436044,3034049,3032303,5620359,19013297,1449616,374743,37773151,21911424,9565133,4445661,3876408,1243064,811042662,12988579,315997766,482056317,330195790,27321372,124539155,24805482,36233369,16141240,20092129,8717171
2023-03-12,522900181,486166583,87480050,54063863,103048,1492533,6311326,3076223,2662692,3044416,2279866,3582154,6615796,4065728,114065,68340,12935446,4627012,2512265,175758,1938989,251852122,2776618,118259753,130815751,53996367,19568901,57250483,37289202,36657903,20203563,16454340,46050827
2023-03-13,4519970442,3804536875,928935654,272827723,43755730,35532838,39339558,77776420,41566208,58760930,113611015,34382052,124561475,24071449,45430184,17320072,412048917,217956594,117533051,42667110,57756433,2107648908,241563160,1341279027,524806721,323913360,33544584,167348777,98327477,37576202,23585651,13990551,166992028
2023-03-14,4449078558,3668361681,885989823,258632810,35170817,29609600,39447520,75558889,55075400,70811456,88253317,24500214,132072124,21819060,33476374,21562242,598798770,209566999,102190356,40041775,67334868,2009362906,235288597,1210781676,563292633,366282550,38132633,158877450,176510449,35627029,21661117,13965912,114172962
2023-03-15,6670308406,5926034183,1742486916,358872599,34748450,43105021,126164249,158056482,67443898,233311398,275425263,63460099,256509922,44680623,53778276,26930636,449169003,241616246,137731420,33004810,70880016,3124502509,452622236,2112602556,559277717,287430652,72579679,199267386,190785969,38970056,22583027,16387029,116185379
2023-03-16,4069178754,3646579856,980493148,287503669,52170569,23037575,30017569,87454434,42058930,65968597,103853293,29358650,144028453,20393441,34429386,60218582,199621120,207368490,123619750,30006243,53742497,1915137334,250709952,1203864438,460562944,254567440,48920293,157075211,171004385,43374047,27603919,15770128,124456208
2023-03-17,4538358870,3920467625,1095054860,337203183,43252824,32881565,34578630,82829730,45326479,84688807,122661659,26273038,179518511,28210349,61626331,16003754,383639177,191211246,96857966,22740387,71612893,2032215918,249541531,1281268408,501405979,310559034,44166188,146680757,96552133,50250257,28799615,21450642,175281527
2023-03-18,1139749909,1081624124,148509145,81412701,3473457,2775262,3701605,2446736,4017757,10697291,4874409,6267654,18402625,1283565,439489,8716594,16204446,6940529,5415655,88363,1436511,827445556,18052913,330559745,478832898,335431794,22485960,120915144,24029687,37760481,18046196,19714285,8066719
2023-03-19,556462258,518872505,75707651,50466472,337183,2361152,5635575,3020984,2028022,1728057,832433,2795686,2205211,4094973,163509,38394,13632470,10108474,9377576,18484,712414,216484729,2449490,99689342,114345897,41575390,19267024,53503483,34985828,38854796,20661416,18193380,115520270
2023-03-20,3889645496,3528571785,1083569927,280908443,49351839,27462094,45908818,120229022,25445748,110190461,125827415,81193636,137679189,26253741,46121946,6997575,168755342,188956418,111117242,27254363,50584813,1843649307,165578378,1270378947,407691982,233718351,36409639,137563992,89645343,42973707,27618185,15355522,47970985
2023-03-21,5011143682,4209433284,986812228,239788558,35968529,30405869,31082253,78725273,62872943,64107028,107493056,31026297,221485705,22725800,35620654,25510263,374589604,208506875,126486373,18424102,63596400,2197176915,304106438,1401341693,491728784,262313877,37476644,191938263,137702164,42218396,27891957,14326439,331378996
2023-03-22,4158406482,3609162650,986027994,268339723,54934332,28645233,31443557,78498396,51200776,64704366,97404260,38818248,146977882,22539109,44776966,57745146,277043170,223109831,127614763,24580529,70914539,1875015419,277987834,1182058878,414968707,238435821,33567515,142965371,98851580,40562478,26041490,14520988,129009617
2023-03-23,5847823524,4656579788,975450227,265529276,44360606,28003860,37522546,76865337,54993141,74960986,102489443,33829890,161408647,21363014,56234352,17889129,921813923,277346724,171491649,38168732,67686343,1947801202,275097480,1243257939,429445783,241953137,34336405,153156241,110931511,39662559,24616579,15045980,439969419
2023-03-24,4906660594,4328548228,1173524246,339894141,45458505,31489767,48481113,101869790,51742255,106926425,138573847,35818023,178800438,29809366,49637494,15023082,312789633,270199304,162844623,24236863,83117818,2233473305,322882716,1375038572,535552017,317489378,42964023,175098616,85858060,50573305,30190378,20382927,268844562
2023-03-25,1483924229,1400486315,229588797,86157683,1622827,3770159,7769631,6514774,2722,20843262,23911652,12768670,17390417,3461988,2728775,42646237,34141010,51798973,25170580,8103918,18524475,871928158,15305981,358304836,498317341,340540057,22961438,134815846,42187332,39096101,18544249,20551852,71581524
2023-03-26,585741289,543130552,83467400,49293483,1014370,1480945,6170724,3070429,4334198,2327121,3438871,2502848,4312352,4853772,227526,440761,10830043,8561894,6126324,651988,1783582,271586461,8431635,122994130,140160696,60771125,19810520,59579051,33809188,40945048,22875697,18069351,47192853
2023-03-27,4693944829,4221473215,1033025807,291821849,46810686,34655737,35564734,93140884,51030899,82043925,136593367,39778837,131349187,28534297,40270609,21430796,171586910,316303677,179371751,47325428,89606498,2220024287,322318366,1404302955,493402966,278376260,34613275,180413431,108557889,46558864,30547611,16011253,200951666
2023-03-28,4701376723,4215093122,1073442711,282320386,48283893,29767802,35148397,116947599,59455236,76544795,111383782,34950139,166286469,29418722,59575642,23359849,210736801,320713845,181340785,51367665,88005395,2203617785,334798867,1355333330,513485588,284037522,42511495,186936571,94959368,41933248,26970650,14962598,212409425
2023-03-29,5007510492,4251693190,1048329525,273741447,46511179,27489806,39685142,100065994,64582527,79654263,126976838,41175772,161653465,25583828,40619346,20589918,380895909,320530319,174034473,56114079,90381767,2226495720,329023159,1398912056,498560505,263979187,48014112,186567206,86239984,53208038,37303253,15904785,146800157
2023-03-30,6191229420,5307217220,1379810422,332260303,53685090,29017425,55659870,109770417,91622242,122119468,155652288,50788835,210776715,32258508,61896073,74303188,549662882,575027547,377550149,69234784,128242614,2523980428,359640211,1617310450,547029767,277279010,48047354,221703403,141528737,50564201,29796024,20768177,192697095
2023-03-31,29438110140,26705099503,6912181154,1639652954,256156417,129721936,351233990,891706482,113143274,657941787,739838391,139324437,428827878,143045351,176604508,1244983749,910860311,1944651790,924626652,404180933,615844205,10414276312,934562065,7086905732,2392808515,844443190,883739735,664625590,2360441818,325753483,58187287,267566196,918403038
2023-04-01,3283380773,2674500845,237176733,41476974,2442075,3393421,1845441,15900347,881689,8998918,5363405,3492964,40879640,3017597,109341480,142782,23262327,218419647,131326998,16586001,70506648,1061891454,19962960,449880009,592048485,395919394,27785868,168343223,90728760,56614463,32227117,24387346,499610019
2023-04-02,397654302,364654689,34449613,22692043,142741,1308756,981198,673127,1920335,1399439,1205048,187040,3336202,84012,465225,54447,4103482,7287369,2142092,3701641,1443636,199855128,2518711,78571846,118764571,48290491,19026118,51447962,33698849,44366325,25878779,18487546,23087186
2023-04-03,4228222612,3460870714,726386627,245154972,36938129,25010841,23657088,68816242,36261155,43508270,76796979,17345591,99864158,19799945,28465625,4767632,302379796,255057149,131380079,67801912,55875158,1795239390,161802785,1101363924,532072681,318944962,37107170,176020549,75093012,52614231,35588441,17025790,264134839
2023-04-04,3854757235,3403242471,826645291,234768809,40222792,25979038,26891220,57742693,45058575,55035438,105152534,20401897,154660967,15497664,38417123,6816541,159158769,176324990,93878680,33878904,48567406,1849462250,194142060,1150110784,505209406,301597418,36705522,166906466,60820388,45424470,30636753,14787717,237624613
2023-04-05,4071313177,3511984306,858253898,263401099,55743587,26151512,29730427,59900855,51567485,49842507,84352871,25057491,111614797,17595829,43728667,39566771,289454755,214498552,112811687,41205634,60481231,1931379520,187088666,1184657946,559632908,348927337,40024645,170680926,72686798,52631733,34133931,18497802,92053138
2023-04-06,1836954074,1624102708,376465946,141643759,23124542,8763853,12010328,40461538,16326646,28736147,16899019,16821920,50270262,5624514,11604197,4179221,139151271,43964757,22456218,9294980,12213559,990326581,48987472,547657080,393682029,250564264,26975989,116141776,40978105,53850551,35857817,17992734,44392375
2023-04-07,766582046,652570413,96821286,43424738,6971296,1605775,1391991,6241661,708050,8491284,10737675,2017252,12052935,931153,1231015,1016461,31761652,11381305,8266271,1759545,1355489,320638325,13236745,176580741,130820839,59267949,23116547,48436343,44751010,51007127,33593070,17414057,87080209
2023-04-08,1179209323,1103244223,97446238,73829910,1119472,2053709,3884763,351554,373245,4819121,1800427,2233474,3160899,1630176,2173931,15557,14361925,5975243,2791830,892242,2291171,849601086,9539772,322045649,518015665,356516762,25876135,135622768,21424762,51187440,31986520,19200920,46243354
2023-04-09,508907009,473049576,67380819,46493099,22401,706045,5345317,1068885,1484403,1464082,2161403,642449,2473553,2508857,1063761,1946564,10758348,3554743,2595721,530719,428303,280409362,2057105,137979204,140373053,52078533,22714130,65580390,32922696,53914227,34839773,19074454,9745383
2023-04-10,3651350497,2838561992,687642146,210051095,41362579,22766555,26959144,63825375,33246483,60210598,63823379,14069346,86503118,16268065,17579910,30976499,450118464,133797284,67098420,22256644,44442220,1573554275,114999406,1071905042,386649827,217545321,37091363,132013143,83097127,59022875,41334703,17688172,78986484
2023-04-11,4346026820,3885796539,991625447,263212792,80510955,28990419,31414757,87694447,42428584,70858857,120367053,22853387,133422260,19015745,37055139,53801052,252395301,226083646,110444004,50042121,65597521,1993578644,209996385,1261790082,521792177,305678690,37317104,178796383,107639688,53176207,33613496,19562711,250451069
2023-04-12,4281474056,3627110668,982757665,267666177,38533458,27076151,42316708,86544640,48099928,76135813,114870464,27910489,125375754,20633824,49927642,57666617,411892874,227147489,114751931,45737595,66657963,1900144344,235439267,1171031528,493673549,292538739,32443515,168691295,86858776,51719793,36149962,15569831,127857621
2023-04-13,4554104570,3911372785,1031656176,277582006,41191399,27220789,32674039,137517117,66538852,64346230,160228435,27384227,120357788,20625682,35671193,20318419,452880321,205535869,119629767,34318476,51587626,1982047809,248426641,1261337831,472283337,268576880,32333041,171373416,164660881,53612313,34218631,19393682,253566668
2023-04-14,4812694538,4183553662,1109915462,366718231,34093430,27288106,49537196,91418484,53646323,95486908,144041313,29153595,118320921,33075412,40825072,26310471,373262531,224999855,134586436,33726354,56687065,2270382718,270878279,1456475483,543028956,316613817,41123867,185291272,184126545,60558510,38668344,21890166,105506473
2023-04-15,2842224958,2675588563,689500946,153442985,199528,11729882,54979916,41415563,4904051,114657874,95568424,25656660,110702722,13604351,15682252,46956738,43949999,42774205,24439437,9100341,9234427,1519985069,139601006,811677532,568706531,350261170,49857669,168587692,94117150,52026420,29418980,22607440,32233898
2023-04-16,520609409,489682302,86127136,55569320,2328,1869244,4598820,2587911,2806011,5835393,3271478,1555776,2632674,4108448,125262,1164471,7326773,6032892,4794174,321462,917256,278099184,6368815,131453789,140276580,51350412,28830940,60095228,27920877,46861232,29845867,17015365,19634054
2023-04-17,4618618519,3947673668,1112200041,267001177,75064023,33482730,42504022,98658174,32438930,92583103,130970981,83063188,138753792,23367295,61908053,32404573,268328442,235090829,131335705,35002100,68753024,2011346578,282283270,1270976524,458086784,266648297,36214728,155223759,130501706,79446440,63706095,15740345,124673275
2023-04-18,4190801830,3722475788,1018548038,281740102,65857613,27047225,35562957,70940786,54982132,72832478,99227323,35612755,180578865,20970654,53636270,19558878,244909634,222528888,103613479,38501919,80413490,1977176096,274392519,1231789238,470994339,265731012,34977247,170286080,93996971,45619150,30464750,15154400,107798050
2023-04-19,4734281426,4008402189,944553564,276569126,44869558,24387059,39565624,80217378,57296768,69590249,105970724,28600591,129010718,22209706,43480156,22785907,450054024,262611562,171027042,24594185,66990335,1899998638,272972270,1184809548,442216820,253950612,34063252,154202956,83071252,46028358,30096519,15931839,461163338
2023-04-20,5412387437,4509080498,1226947337,272114932,45096859,27279260,64963824,132231267,65964086,132233760,138679699,31622496,127811425,24059064,92177626,72713039,577078781,236820493,117301493,27839747,91679253,2326441948,278306394,1531864577,516270977,265603348,35321010,215346619,157172403,55295910,37209182,18086728,141583178
2023-04-21,5597901406,4619744481,1190801113,353745766,103396266,35419459,42317535,91008412,46340271,101405326,136117284,39013858,153397548,31102334,44422396,13114658,703566472,188065917,97063008,27698236,63304673,2178135845,285689526,1377957325,514488994,308567361,42828190,163093443,100125429,65230712,41156730,24073982,117507613
2023-04-22,1269328004,1194418363,160064676,82041308,1882169,2146664,6712734,6652276,4410447,5849544,5223370,6826104,30914908,2443894,479381,4481877,37938523,6787655,3941332,491581,2354742,883693545,22183303,359349142,502161100,342117043,22503186,137540871,25868923,50759564,28189029,22570535,36054540
2023-04-23,573903363,521125613,89395906,48786218,5773,1909355,6876755,3087662,2786475,8519347,5157050,2135684,5542355,4147265,433043,8924,12678976,5527820,3042209,341995,2143616,276218909,5837622,131189433,139191854,53920243,20159859,65111752,22781114,49575244,29760244,19815000,14444600
2023-04-24,5128129479,4120096306,1053138943,290754754,51947017,37844565,36650999,79798100,55391695,77803503,107227416,36876675,139499001,28522425,85112524,25710269,583583630,258498155,126830851,53763202,77904102,2139822442,345634072,1274239553,519948817,289090250,36605017,194253550,96073044,61717162,45936970,15780192,210164675
2023-04-25,5435937388,4849976157,1097176493,292991790,49245640,27327609,63303645,91118854,50106171,90034559,125973170,39856782,131787551,25884188,44189305,65357229,301900782,390851797,246337497,42106964,102407336,2283010500,354793739,1443821888,484394873,281481940,33789279,169123654,144653758,50932113,34519885,16412228,421447038
2023-04-26,4876445667,4102920080,1108913240,281482347,38838641,25476993,35813726,83549489,64196946,77506292,122280452,37372269,159244154,26211523,135902736,21037672,513761559,291848876,175657939,36421081,79769856,2120607076,345790602,1291828950,482987524,263775949,36550194,182661381,91212131,56078299,34977838,21100461,159791817
2023-04-27,5863193872,4959823346,1130473177,283580495,55031404,25524699,47822808,108875771,56891725,88573278,133969336,44367312,177043324,28244479,51641906,28906640,545564840,311223473,181594939,43162682,86465852,2528210883,395925034,1617705574,514580275,287285994,38404568,188889713,416004526,60234529,40544712,19689817,186081634
2023-04-28,8033917434,7074466119,1938858103,536594052,96163139,39424522,82955749,181630015,73230016,184291965,253779126,74918273,198883724,61185962,81161607,74639953,496541733,599046913,290574770,105590482,202881661,3474947986,514298465,2293749720,666899801,387308735,49238955,230352111,195504819,85252472,54197099,31055373,214533722
2023-04-29,1785661088,1689378513,260849277,125501872,855435,3418193,7534985,7299799,16815065,20009138,11116380,17245399,33084480,4942070,3240621,9785840,20842542,40176927,19210657,5479474,15486796,1182374417,58254275,472235439,651884703,448320537,32112116,171452050,46278653,64346783,39781851,24564932,12944145
2023-04-30,19631314949,17771639079,4274959392,968356346,117824457,68602734,222208205,590197899,24609367,416013546,415513900,59359570,172519640,70150504,91834687,1057768537,598247038,1361519665,631653840,291205113,438660712,6228243590,338562751,4202856630,1686824209,513548134,710537964,462738111,1965572244,303924605,61750571,242174034,604404205
2023-05-01,2492876247,1771535151,106417274,42272404,14183726,1224262,2366674,5105319,1853104,3977907,16541319,1278929,867299,1152170,15379107,215054,142898396,127428608,80345172,13381052,33702384,480076177,23841972,339978320,116255885,32761862,28245231,55248792,92621060,69400762,47603027,21797735,463959778
2023-05-02,3204413917,2677637238,644685584,214835732,44124840,17980640,20098940,53306822,17451792,42132505,77354100,14560680,100316393,16763758,22133588,3625794,243188842,156972197,94048228,26277386,36646583,1534598878,116293215,872837594,545468069,333961634,35747680,175758755,58726423,60312974,43313976,16998998,72314007
2023-05-03,4394396126,3411746800,768614357,229010869,45199906,22058071,28342354,65909109,37028035,55111021,99752389,25717973,104828559,18588670,31637434,5429967,320747294,213767480,107391768,52179186,54196526,1802916009,185767290,1089558702,527590017,312847088,32822372,181920557,58824787,54784404,39375440,15408964,216870236
2023-05-04,4020210882,3385315897,853287574,255072549,41061906,20907588,29598814,68658449,66716403,54843771,119380149,22398665,120193550,19807928,26488244,8159558,337243631,176543577,95607760,26789533,54146284,1844766232,210898071,1126358557,507509604,296111436,31861814,179536354,55334329,52767308,37321807,15445501,206194639
2023-05-05,4665125182,4059584330,1036386302,344049203,48339478,26189230,51791093,74605965,54954887,84028815,124542550,20111308,131843790,26050677,44053311,5825995,333034716,266971630,145079160,52455281,69437189,2170105284,235237935,1364848372,570018977,339013211,36685231,194320535,102482987,66408417,44152816,22255601,159424818
2023-05-06,1277563708,1213613348,155752691,81609716,10893385,2912903,4343814,2481603,2865136,4238546,5999847,6008178,32285477,1783362,228117,102607,21062714,10095920,5709596,2935679,1450645,906046581,13895433,323555047,568596101,384546485,23025281,161024335,23952259,56780109,33642695,23137414,31036853
2023-05-07,654240384,607688160,86408623,49311133,310145,2006836,5991505,7434953,1226186,7161682,2149373,2196420,4700921,3730267,181198,8004,15466373,8735935,6635203,1357158,743574,313099291,3693581,161338881,148066829,51552948,24493026,72020855,25553453,56280549,34803753,21476796,81862289
2023-05-08,4599849937,3975925487,987614210,278788968,61826539,30947738,40914353,80453392,27284698,83154052,116898376,24522844,119395319,23877040,38032579,61518312,291479773,253644420,124518691,54256292,74869437,2100969574,205178811,1384272117,511518646,286502893,35659823,189355930,120451300,60300098,43049292,17250806,116826124
